DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,1999,221,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2000,237,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2001,253,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2002,269,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2003,285,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2004,305,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2005,333,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2006,372,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2007,413,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2008,431,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2009,426,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2010,307,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2011,299,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2012,305,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2013,317,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2014,331,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2015,345,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2016,341,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2017,356,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2018,369,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2019,381,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2020,390,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2021,404,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2022,409,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Latvia,2023,418,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2009,108,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2010,114,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2011,120,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2012,128,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2013,137,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2014,144,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2015,186,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2016,194,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2017,211,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2018,226,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2019,242,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2020,256,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2021,279,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2022,297,ep
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Moldova,2023,325,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Montenegro,2011,277,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Montenegro,2014,280,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Montenegro,2015,283,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Montenegro,2016,297,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Montenegro,2017,310,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Montenegro,2018,332,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Montenegro,2019,350,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Montenegro,2020,338,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Montenegro,2021,358,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Montenegro,2022,369,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Montenegro,2023,393,s
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2000,148,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2001,152,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2002,152,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2005,124,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2006,119,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2007,122,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2008,128,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2009,137,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2010,151,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2011,152,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2012,146,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2013,168,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2014,180,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2015,185,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2016,190,e
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2017,194,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2018,200,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2019,205,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2020,207,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2021,260,b
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,North Macedonia,2022,264,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,1990,302,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,1991,333,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,1992,338,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,1993,409,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,1994,453,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,1995,478,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,1996,436,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,1997,478,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,1998,450,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,1999,470,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2000,483,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2001,495,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2002,508,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2005,525,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2006,537,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2007,549,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2008,558,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2009,566,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2010,581,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2011,592,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2012,591,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2013,598,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2014,606,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2015,612,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2016,616,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2017,615,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2018,609,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2019,597,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2020,597,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2021,602,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2022,585,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Malta,2023,575,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,1990,367,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,1991,368,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,1992,371,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,1993,356,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,1994,362,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,1995,366,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,1996,373,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,1997,379,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,1998,388,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,1999,400,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2000,409,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2001,417,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2002,423,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2003,425,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2004,429,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2005,434,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2006,442,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2007,451,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2008,457,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2009,460,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2010,464,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2011,470,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2012,472,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2013,471,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2014,472,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2015,477,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2016,481,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2017,487,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2018,489,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2019,493,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2020,497,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2021,502,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2022,501,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Netherlands,2023,498,s
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,1990,380,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,1991,378,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,1992,377,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,1993,378,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,1994,380,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,1995,386,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,1996,378,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,1997,398,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,1998,402,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,1999,405,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2000,411,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2004,429,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2005,437,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2006,445,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2007,455,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2008,458,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2009,462,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2010,469,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2011,477,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2012,484,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2013,489,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2014,495,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2015,501,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2016,506,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2017,514,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2018,516,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2019,522,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2020,544,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2021,554,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2022,550,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Norway,2023,520,s
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,1990,138,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,1991,160,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,1992,169,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,1993,176,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,1994,185,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,1995,195,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,1996,208,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,1997,221,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,1998,230,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,1999,243,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2000,261,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2001,275,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2002,289,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2003,294,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2004,314,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2005,323,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2006,351,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2007,383,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2008,422,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2009,434,b
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2010,453,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2011,476,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2012,492,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2013,510,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2014,526,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2015,474,b
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2016,493,s
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2017,507,s
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2018,524,s
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2019,541,s
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2020,566,b
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2021,579,s
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2022,584,s
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Poland,2023,601,s
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,1990,256,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,1991,279,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,1992,306,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,1993,330,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,1994,353,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,1995,373,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,1996,397,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,1997,422,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,1998,450,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,1999,481,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2000,509,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2001,533,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2002,554,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2010,444,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2011,447,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2012,406,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2013,414,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2014,452,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2015,456,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2016,469,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2017,490,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2018,511,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2019,525,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2020,535,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2021,541,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2022,549,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Portugal,2023,558,p
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,1990,54,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,1991,63,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,1992,70,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,1993,79,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,1994,89,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,1995,97,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,1996,106,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,1997,116,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,1998,125,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,1999,133,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2000,139,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2001,148,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2002,137,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2004,151,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2005,158,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2006,152,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2007,172,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2008,197,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2009,209,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2010,214,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2011,216,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2012,224,
ESTAT:ROAD_EQS_CARHAB(1.0),26/11/24 23:00:00,Annual,Number,Romania,2013,235,
